Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	analysis_type	flowcell_barcode	genotype	gssr_id	instrument_name	lane	lsid	product_order	product_part_number	project	read_group_id	research_project	root_sample_id	run_barcode	run_name	sample_id	source_name	strain	work_request	Consent	LibrarySource
RNA-Seq	assembly	152	PRJNA236189	SAMN02595186	BI	sra	sra-sos	sra-sos.public		SRX475016	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-02-22	447	276	Candida albicans RNA_GC75-3	ILLUMINA	2014-02-22	SRR1174845	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7BBDADXX		485087.0	SL-HDF	2	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7BBD.2	RP-193	SM-49M5L	H7BBDADXX140213	140213_SL-HDF_0369_BFCH7BBDADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	152	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX473245	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-02-24	437	277	Candida albicans RNA_GC75-3	ILLUMINA	2014-02-24	SRR1175274	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7BB7ADXX		485087.0	SL-HDG	1	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7BB7.1	RP-193	SM-49M5L	H7BB7ADXX140214	140214_SL-HDG_0308_BFCH7BB7ADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	Candida_albicans_SC5314.v1	152	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX481719	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-18	399	255	Candida albicans RNA_GC75-3	ILLUMINA	2014-03-06	SRR1184281	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7H44ADXX		485087.0	SL-HBV	2	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7H44.2	RP-193	SM-49M5L	H7H44ADXX140228	140228_SL-HBV_0336_BFCH7H44ADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	Candida_albicans_SC5314.v1	152	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX481719	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-18	392	248	Candida albicans RNA_GC75-3	ILLUMINA	2014-03-06	SRR1184285	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7H44ADXX		485087.0	SL-HBV	1	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7H44.1	RP-193	SM-49M5L	H7H44ADXX140228	140228_SL-HBV_0336_BFCH7H44ADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	Candida_albicans_SC5314.v1	152	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX481843	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-18	406	251	Candida albicans RNA_GC75-3	ILLUMINA	2014-03-06	SRR1184408	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7H9DADXX		485087.0	SL-HBV	2	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7H9D.2	RP-193	SM-49M5L	H7H9DADXX140228	140228_SL-HBV_0335_AFCH7H9DADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	Candida_albicans_SC5314.v1	152	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX481843	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-18	412	257	Candida albicans RNA_GC75-3	ILLUMINA	2014-03-10	SRR1186231	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7H9DADXX		485087.0	SL-HBV	1	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7H9D.1	RP-193	SM-49M5L	H7H9DADXX140228	140228_SL-HBV_0335_AFCH7H9DADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX516421	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-13	666	953	Candida albicans RNA_GC75-3	ILLUMINA	2014-04-13	SRR1237055	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7TV6ADXX		485087.0	SL-HDG	2	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7TV6.2	RP-193	SM-49M5L	H7TV6ADXX140408	140408_SL-HDG_0369_AFCH7TV6ADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX516423	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-13	631	927	Candida albicans RNA_GC75-3	ILLUMINA	2014-04-13	SRR1237061	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7U2RADXX		485087.0	SL-HDJ	1	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7U2R.1	RP-193	SM-49M5L	H7U2RADXX140408	140408_SL-HDJ_0362_AFCH7U2RADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX516424	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-13	593	916	Candida albicans RNA_GC75-3	ILLUMINA	2014-04-13	SRR1237062	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7U2UADXX		485087.0	SL-HDG	1	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7U2U.1	RP-193	SM-49M5L	H7U2UADXX140408	140408_SL-HDG_0370_BFCH7U2UADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX516423	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-13	627	926	Candida albicans RNA_GC75-3	ILLUMINA	2014-04-13	SRR1237090	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7U2RADXX		485087.0	SL-HDJ	2	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7U2R.2	RP-193	SM-49M5L	H7U2RADXX140408	140408_SL-HDJ_0362_AFCH7U2RADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX516421	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-13	655	948	Candida albicans RNA_GC75-3	ILLUMINA	2014-04-13	SRR1237093	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7TV6ADXX		485087.0	SL-HDG	1	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7TV6.1	RP-193	SM-49M5L	H7TV6ADXX140408	140408_SL-HDG_0369_AFCH7TV6ADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX516424	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-13	590	915	Candida albicans RNA_GC75-3	ILLUMINA	2014-04-13	SRR1237101	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7U2UADXX		485087.0	SL-HDG	2	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7U2U.2	RP-193	SM-49M5L	H7U2UADXX140408	140408_SL-HDG_0370_BFCH7U2UADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX516472	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-13	576	905	Candida albicans RNA_GC75-3	ILLUMINA	2014-04-13	SRR1237205	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7U2WADXX		485087.0	SL-HDJ	2	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7U2W.2	RP-193	SM-49M5L	H7U2WADXX140408	140408_SL-HDJ_0363_BFCH7U2WADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX516472	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-13	576	905	Candida albicans RNA_GC75-3	ILLUMINA	2014-04-13	SRR1237212	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7U2WADXX		485087.0	SL-HDJ	1	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7U2W.1	RP-193	SM-49M5L	H7U2WADXX140408	140408_SL-HDJ_0363_BFCH7U2WADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX516488	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-13	585	910	Candida albicans RNA_GC75-3	ILLUMINA	2014-04-13	SRR1237285	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7TVTADXX		485087.0	SL-HDH	2	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7TVT.2	RP-193	SM-49M5L	H7TVTADXX140408	140408_SL-HDH_0396_AFCH7TVTADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX516593	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-14	671	942	Candida albicans RNA_GC75-3	ILLUMINA	2014-04-14	SRR1237736	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7TV8ADXX		485087.0	SL-HDH	1	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7TV8.1	RP-193	SM-49M5L	H7TV8ADXX140408	140408_SL-HDH_0397_BFCH7TV8ADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236189	SAMN02595186	BI	sra	ncbi			SRX516593	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-04-14	667	938	Candida albicans RNA_GC75-3	ILLUMINA	2014-04-14	SRR1237763	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7TV8ADXX		485087.0	SL-HDH	2	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7TV8.2	RP-193	SM-49M5L	H7TV8ADXX140408	140408_SL-HDH_0397_BFCH7TV8ADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236189	SAMN02595186	BI	sra	sra-sos	sra-sos.public		SRX516488	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219694	2014-05-07	592	911	Candida albicans RNA_GC75-3	ILLUMINA	2014-05-07	SRR1273804	SRS559449	SRP038195	RNA_GC75-3	Resequencing	H7TVTADXX		485087.0	SL-HDH	1	broadinstitute.org:bsp.prod.sample:5FV8G	PDO-2786	P-RNA-0004	G57479	H7TVT.1	RP-193	SM-49M5L	H7TVTADXX140408	140408_SL-HDH_0396_AFCH7TVTADXX	SM-5FV8G			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	152	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX473060	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-02-19	489	313	Candida albicans RNA_CTR0-3	ILLUMINA	2014-02-19	SRR1172137	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H77FAADXX		485085.0	SL-HBV	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H77FA.2	RP-193	SM-49M5R	H77FAADXX140213	140213_SL-HBV_0318_AFCH77FAADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	152	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX473063	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-02-19	430	267	Candida albicans RNA_CTR0-3	ILLUMINA	2014-02-19	SRR1172153	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7BBDADXX		485085.0	SL-HDF	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7BBD.2	RP-193	SM-49M5R	H7BBDADXX140213	140213_SL-HDF_0369_BFCH7BBDADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	152	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX473093	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-02-19	384	235	Candida albicans RNA_CTR0-3	ILLUMINA	2014-02-19	SRR1172295	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7AUFADXX		485085.0	SL-HDG	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7AUF.2	RP-193	SM-49M5R	H7AUFADXX140211	140211_SL-HDG_0301_AFCH7AUFADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	152	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX473060	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-02-19	498	321	Candida albicans RNA_CTR0-3	ILLUMINA	2014-02-19	SRR1172324	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H77FAADXX		485085.0	SL-HBV	1	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H77FA.1	RP-193	SM-49M5R	H77FAADXX140213	140213_SL-HBV_0318_AFCH77FAADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	152	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX473110	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-02-19	501	321	Candida albicans RNA_CTR0-3	ILLUMINA	2014-02-19	SRR1172390	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7BBMADXX		485085.0	SL-HBV	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7BBM.2	RP-193	SM-49M5R	H7BBMADXX140213	140213_SL-HBV_0319_BFCH7BBMADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	152	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX473110	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-02-19	496	318	Candida albicans RNA_CTR0-3	ILLUMINA	2014-02-19	SRR1172427	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7BBMADXX		485085.0	SL-HBV	1	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7BBM.1	RP-193	SM-49M5R	H7BBMADXX140213	140213_SL-HBV_0319_BFCH7BBMADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	152	PRJNA236195	SAMN02595192	BI	sra	sra-sos	sra-sos.public		SRX473255	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-02-20	435	273	Candida albicans RNA_CTR0-3	ILLUMINA	2014-02-20	SRR1172677	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7BB7ADXX		485085.0	SL-HDG	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7BB7.2	RP-193	SM-49M5R	H7BB7ADXX140214	140214_SL-HDG_0308_BFCH7BB7ADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	152	PRJNA236195	SAMN02595192	BI	sra	sra-sos	sra-sos.public		SRX473255	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-02-20	460	292	Candida albicans RNA_CTR0-3	ILLUMINA	2014-02-20	SRR1172866	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7BB7ADXX		485085.0	SL-HDG	1	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7BB7.1	RP-193	SM-49M5R	H7BB7ADXX140214	140214_SL-HDG_0308_BFCH7BB7ADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	Candida_albicans_SC5314.v1	152	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX481714	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-18	403	258	Candida albicans RNA_CTR0-3	ILLUMINA	2014-03-06	SRR1184273	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7H44ADXX		485085.0	SL-HBV	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7H44.2	RP-193	SM-49M5R	H7H44ADXX140228	140228_SL-HBV_0336_BFCH7H44ADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	Candida_albicans_SC5314.v1	152	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX481714	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-18	397	252	Candida albicans RNA_CTR0-3	ILLUMINA	2014-03-06	SRR1184283	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7H44ADXX		485085.0	SL-HBV	1	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7H44.1	RP-193	SM-49M5R	H7H44ADXX140228	140228_SL-HBV_0336_BFCH7H44ADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	Candida_albicans_SC5314.v1	152	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX481846	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-18	412	255	Candida albicans RNA_CTR0-3	ILLUMINA	2014-03-06	SRR1184412	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7H9DADXX		485085.0	SL-HBV	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7H9D.2	RP-193	SM-49M5R	H7H9DADXX140228	140228_SL-HBV_0335_AFCH7H9DADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	Candida_albicans_SC5314.v1	152	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX481846	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-18	416	259	Candida albicans RNA_CTR0-3	ILLUMINA	2014-03-10	SRR1186225	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7H9DADXX		485085.0	SL-HBV	1	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7H9D.1	RP-193	SM-49M5R	H7H9DADXX140228	140228_SL-HBV_0335_AFCH7H9DADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX516420	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-13	740	988	Candida albicans RNA_CTR0-3	ILLUMINA	2014-04-13	SRR1237053	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7TV6ADXX		485085.0	SL-HDG	1	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7TV6.1	RP-193	SM-49M5R	H7TV6ADXX140408	140408_SL-HDG_0369_AFCH7TV6ADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX516427	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-13	679	949	Candida albicans RNA_CTR0-3	ILLUMINA	2014-04-13	SRR1237069	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7U2RADXX		485085.0	SL-HDJ	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7U2R.2	RP-193	SM-49M5R	H7U2RADXX140408	140408_SL-HDJ_0362_AFCH7U2RADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX516439	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-13	682	958	Candida albicans RNA_CTR0-3	ILLUMINA	2014-04-13	SRR1237091	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7U2UADXX		485085.0	SL-HDG	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7U2U.2	RP-193	SM-49M5R	H7U2UADXX140408	140408_SL-HDG_0370_BFCH7U2UADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX516420	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-13	749	992	Candida albicans RNA_CTR0-3	ILLUMINA	2014-04-13	SRR1237100	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7TV6ADXX		485085.0	SL-HDG	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7TV6.2	RP-193	SM-49M5R	H7TV6ADXX140408	140408_SL-HDG_0369_AFCH7TV6ADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX516439	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-13	684	959	Candida albicans RNA_CTR0-3	ILLUMINA	2014-04-13	SRR1237103	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7U2UADXX		485085.0	SL-HDG	1	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7U2U.1	RP-193	SM-49M5R	H7U2UADXX140408	140408_SL-HDG_0370_BFCH7U2UADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX516427	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-13	683	949	Candida albicans RNA_CTR0-3	ILLUMINA	2014-04-13	SRR1237125	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7U2RADXX		485085.0	SL-HDJ	1	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7U2R.1	RP-193	SM-49M5R	H7U2RADXX140408	140408_SL-HDJ_0362_AFCH7U2RADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX516464	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-13	660	945	Candida albicans RNA_CTR0-3	ILLUMINA	2014-04-13	SRR1237171	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7U2WADXX		485085.0	SL-HDJ	1	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7U2W.1	RP-193	SM-49M5R	H7U2WADXX140408	140408_SL-HDJ_0363_BFCH7U2WADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX516464	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-13	661	945	Candida albicans RNA_CTR0-3	ILLUMINA	2014-04-13	SRR1237178	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7U2WADXX		485085.0	SL-HDJ	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7U2W.2	RP-193	SM-49M5R	H7U2WADXX140408	140408_SL-HDJ_0363_BFCH7U2WADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX516501	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-13	665	947	Candida albicans RNA_CTR0-3	ILLUMINA	2014-04-13	SRR1237314	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7TVTADXX		485085.0	SL-HDH	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7TVT.2	RP-193	SM-49M5R	H7TVTADXX140408	140408_SL-HDH_0396_AFCH7TVTADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX516501	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-13	674	948	Candida albicans RNA_CTR0-3	ILLUMINA	2014-04-13	SRR1237315	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7TVTADXX		485085.0	SL-HDH	1	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7TVT.1	RP-193	SM-49M5R	H7TVTADXX140408	140408_SL-HDH_0396_AFCH7TVTADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236195	SAMN02595192	BI	sra	ncbi			SRX516594	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-04-14	735	968	Candida albicans RNA_CTR0-3	ILLUMINA	2014-04-14	SRR1237743	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7TV8ADXX		485085.0	SL-HDH	2	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7TV8.2	RP-193	SM-49M5R	H7TV8ADXX140408	140408_SL-HDH_0397_BFCH7TV8ADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA236195	SAMN02595192	BI	sra	sra-sos	sra-sos.public		SRX516594	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219682	2014-05-08	738	972	Candida albicans RNA_CTR0-3	ILLUMINA	2014-05-08	SRR1274980	SRS559450	SRP038196	RNA_CTR0-3	Resequencing	H7TV8ADXX		485085.0	SL-HDH	1	broadinstitute.org:bsp.prod.sample:5FV84	PDO-2786	P-RNA-0004	G57485	H7TV8.1	RP-193	SM-49M5R	H7TV8ADXX140408	140408_SL-HDH_0397_BFCH7TV8ADXX	SM-5FV84			39967	public	TRANSCRIPTOMIC
RNA-Seq	assembly	152	PRJNA236187	SAMN02595184	BI	sra	ncbi			SRX473064	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-219681	2014-02-19	378	233	Candida albicans RNA_GC75-1	ILLUMINA	2014-02-19	SRR1172160	SRS559454	SRP038200	RNA_GC75-1	Resequencing	H7AUFADXX		485084.0	SL-HDG	2	broadinstitute.org:bsp.prod.sample:5FV83	PDO-2786	P-RNA-0004	G57477	H7AUF.2	RP-193	SM-49M5J	H7AUFADXX140211	140211_SL-HDG_0301_AFCH7AUFADXX	SM-5FV83			39967	public	TRANSCRIPTOMIC
